Άγγλος: Άγγλους,Άγγλοι,Άγγλου,Άγγλο,Άγγλων
σκευασμένα: κατασκευασμένα,παρασκευασμένα
σκευασμένε: παρασκευασμένε,κατασκευασμένε
σκευασμένες: παρασκευασμένες,κατασκευασμένες
σκευασμένη: κατασκευασμένη,παρασκευασμένη
σκευασμένης: παρασκευασμένης,κατασκευασμένης
σκευασμένο: παρασκευασμένο,κατασκευασμένο
σκευασμένοι: παρασκευασμένοι,κατασκευασμένοι
σκευασμένος: κατασκευασμένος,παρασκευασμένος
σκευασμένου: κατασκευασμένου,παρασκευασμένου
σκευασμένους: παρασκευασμένους,κατασκευασμένους
σκευασμένων: κατασκευασμένων,παρασκευασμένων
σκευαστήκαμε: κατασκευαστήκαμε,παρασκευαστήκαμε
σκευαστήκατε: κατασκευαστήκατε,παρασκευαστήκατε
σκευαστεί: παρασκευαστεί,κατασκευαστεί
σκευαστείς: παρασκευαστείς,κατασκευαστείς
σκευαστείτε: κατασκευαστείτε,παρασκευαστείτε
σκευαστούμε: παρασκευαστούμε,κατασκευαστούμε
σκευαστούν: κατασκευαστούν,παρασκευαστούν
σκευαστώ: παρασκευαστώ,κατασκευαστώ
σκευοθήκη: σκευοθήκης,σκευοθηκών,σκευοθήκες
σκευών: παρασκευών,αποσκευών,κατασκευών
σκεφθεί: ξανασκεφθεί
σκεφθούμε: ξανασκεφθούμε
σκεφθούν: ξανασκεφθούν
σκεφτεί: ξανασκεφτεί
σκεφτείτε: ξανασκεφτείτε
σκεφτούμε: ξανασκεφτούμε
σκεφτούν: ξανασκεφτούν
σκεφτόμασταν: ξανασκεφτόμασταν
σκεφτόμαστε: ξανασκεφτόμαστε
σκεφτόμουν: ξανασκεφτόμουν
σκεφτόντουσαν: ξανασκεφτόντουσαν
σκεφτόσασταν: ξανασκεφτόσασταν
σκεφτόσαστε: ξανασκεφτόσαστε
σκεφτόσουν: ξανασκεφτόσουν
σκεφτόταν: ξανασκεφτόταν
σκεύαζα: παρασκεύαζα,κατασκεύαζα
σκεύαζαν: παρασκεύαζαν,κατασκεύαζαν
σκεύαζε: κατασκεύαζε,παρασκεύαζε
σκεύαζες: κατασκεύαζες,παρασκεύαζες
σκεύασα: παρασκεύασα,κατασκεύασα
σκεύασαν: παρασκεύασαν,κατασκεύασαν
σκεύασε: παρασκεύασε,κατασκεύασε
σκεύασες: κατασκεύασες,παρασκεύασες
σκεύασμα: κατασκεύασμα,παρασκεύασμα
σκηνή: σκηνών,τοπίο,σκηνής,σκηνές
σκηνογραφία: σκηνογραφίες,σκηνογραφίας,σκηνογραφιών
σκηνογραφικά: σκηνογραφικών
σκηνοθέτης: σκηνοθετών,σκηνοθέτες,σκηνοθέτη
σκηνοθετώ: σκηνοθετήσει,σκηνοθετούσαν,σκηνοθέτησε,σκηνοθέτησες,σκηνοθετεί,σκηνοθετούν,σκηνοθετήσουν,σκηνοθετούσες,σκηνοθετήσεις,σκηνοθετώντας,σκηνοθετήσετε,σκηνοθετήσω,σκηνοθετούσα,σκηνοθετούσε,σκηνοθετήσαμε,σκηνοθέτησαν,σκηνοθετήσατε,σκηνοθετούμε,σκηνοθετούσατε,σκηνοθετούσαμε,σκηνοθετείτε,σκηνοθετήσουμε,σκηνοθέτησα,σκηνοθετείς
σκητών: ασκητών
σκι: παγοπέδιλο,σκίου,σκιών,σκιά
σκιά: σκιάς,παρασκιά,σκιών,ασκιά,σκια,σκιές
σκιάζεσαι: αποσκιάζεσαι,κατασκιάζεσαι
σκιάζεστε: κατασκιάζεστε,αποσκιάζεστε
σκιάζεται: αποσκιάζεται,κατασκιάζεται
σκιάζομαι: αποσκιάζομαι,κατασκιάζομαι
σκιάζονται: κατασκιάζονται,αποσκιάζονται
σκιάζονταν: αποσκιάζονταν,κατασκιάζονταν
σκιάζω: σκίασε,σκίασαν,σκιάσαμε,σκίαζα,σκίασες,σκίαζες,σκιάζει,σκιάζεις,σκιάσατε,σκιάσουμε,σκιάζοντας,σκιάζουν,σκιάσουν,σκιάζουμε,σκίαζε,σκιάζετε,σκιάσεις,σκίασα,σκίαζαν,σκιάζαμε,σκιάσω,σκιάσετε,κατασκιάζω,σκιάζατε,σκιάσει
σκιάς: σκιά,παρασκιάς
σκιάχτρο: σκιάχτρα,σκιάχτρου,σκιάχτρων
σκιές: παρασκιές
σκιαγράφηση: σκιαγραφήσεων,σκιαγραφήσεως,σκιαγράφησης,σκιαγραφήσεις
σκιαγραφία: σκιαγραφίας,σκιαγραφιών,σκιαγραφίες
σκιαγραφικά: σκιαγραφικών
σκιαγραφώ: σκιαγράψουν,σκιαγραφούν,σκιαγράψω,σκιαγράψει,σκιαγραφεί
σκιαζόμασταν: κατασκιαζόμασταν,αποσκιαζόμασταν
σκιαζόμαστε: αποσκιαζόμαστε,κατασκιαζόμαστε
σκιαζόμουν: αποσκιαζόμουν,κατασκιαζόμουν
σκιαζόντουσαν: αποσκιαζόντουσαν,κατασκιαζόντουσαν
σκιαζόσασταν: κατασκιαζόσασταν,αποσκιαζόσασταν
σκιαζόσαστε: κατασκιαζόσαστε,αποσκιαζόσαστε
σκιαζόσουν: κατασκιαζόσουν,αποσκιαζόσουν
σκιαζόταν: αποσκιαζόταν,κατασκιαζόταν
σκιαμαχία: σκιαμαχίας
σκιερός: σκιερής,σκιερού,σκιερους,σκούρος,σκιερών,σκιερές,σκιερό,σκιερά,σκιερή,σκιεροί
σκιζόμασταν: ξανασκιζόμασταν,αποσκιζόμασταν,κατασκιζόμασταν
σκιζόμαστε: κατασκιζόμαστε,αποσκιζόμαστε,ξανασκιζόμαστε
σκιζόμουν: ξανασκιζόμουν,αποσκιζόμουν,κατασκιζόμουν
σκιζόντουσαν: αποσκιζόντουσαν,ξανασκιζόντουσαν,κατασκιζόντουσαν
σκιζόσασταν: αποσκιζόσασταν,κατασκιζόσασταν,ξανασκιζόσασταν
σκιζόσαστε: ξανασκιζόσαστε,κατασκιζόσαστε,αποσκιζόσαστε
σκιζόσουν: αποσκιζόσουν,ξανασκιζόσουν,κατασκιζόσουν
σκιζόταν: αποσκιζόταν,κατασκιζόταν,ξανασκιζόταν
σκιρτά: αποσκιρτά
σκιρτάει: αποσκιρτάει
σκιρτάμε: αποσκιρτάμε
σκιρτάν: αποσκιρτάν
σκιρτάς: αποσκιρτάς
σκιρτάτε: αποσκιρτάτε
σκιρτάω: αποσκιρτάω
σκιρτήσαμε: αποσκιρτήσαμε
σκιρτήσατε: αποσκιρτήσατε
σκιρτήσει: αποσκιρτήσει
σκιρτήσεις: αποσκιρτήσεις
σκιρτήσετε: αποσκιρτήσετε
σκιρτήσουμε: αποσκιρτήσουμε
σκιρτήσουν: αποσκιρτήσουν
σκιρτήστε: αποσκιρτήστε
σκιρτήσω: αποσκιρτήσω
σκιρτούμε: αποσκιρτούμε
σκιρτούν: αποσκιρτούν
σκιρτούσα: αποσκιρτούσα
σκιρτούσαμε: αποσκιρτούσαμε
σκιρτούσαν: αποσκιρτούσαν
σκιρτούσατε: αποσκιρτούσατε
σκιρτούσε: αποσκιρτούσε
σκιρτούσες: αποσκιρτούσες
σκιρτώ: αποσκιρτώ
σκιρτώντας: αποσκιρτώντας
σκιών: παρασκιών,ασκιών
σκλήθρα: σκλήθρας,κλήθρα,κλήθρες,σκλήθρες,κλήθρας,σκλήθρων,κλήθρων
σκλήρυνση: αποσκλήρυνση
σκλήρυνσης: αποσκλήρυνσης
σκλήρυνσις: αποσκλήρυνσις
σκλαβιά: υποδούλωση,σκλαβιάς
σκληραίνω: σκλήραινα,αποσκληραίνω,σκλήρισα,σκληραίνατε,σκληραίνετε,σκλήραινες,σκληραινοντας,σκληραίναμε,σκλήρισες,σκλήραινε,σκληρίσεις,σκληραίνουν,σκλήρισαν,σκληραίνει,σκληρίσει,σκλήρισε,σκληρίσουν,σκληραίνεις,σκληρίσουμε,σκληρίσαμε,σκληρίσατε,σκληρίσετε,σκληραίνουμε,σκληρίσω,σκλήραιναν
σκληραγωγικά: σκληραγωγικών
σκληριά: σκληριών
σκληροτράχηλος: σκληροτράχηλοι,σκληροτράχηλη,σκληροτράχηλων,σκληροτράχηλου,σκληροτράχηλους,σκληροτράχηλης,σκληροτράχηλες,σκληροτράχηλα,σκληροτράχηλο
σκληρυντικά: αποσκληρυντικά
σκληρυντικού: αποσκληρυντικού
σκληρυντικό: αποσκληρυντικό
σκληρυντικών: αποσκληρυντικών
σκληρυνόμασταν: αποσκληρυνόμασταν
σκληρυνόμαστε: αποσκληρυνόμαστε
σκληρυνόμουν: αποσκληρυνόμουν
σκληρυνόντουσαν: αποσκληρυνόντουσαν
σκληρυνόσασταν: αποσκληρυνόσασταν
σκληρυνόσαστε: αποσκληρυνόσαστε
σκληρυνόσουν: αποσκληρυνόσουν
σκληρυνόταν: αποσκληρυνόταν
σκληρός: σκληρού,σκληρούς,σκληρών,σκληροί,σκληρές,σκληρή,σκληρό,σκληρώς
σκληρότητα: σκληρότητες,σκληροτήτων,σκληρότητας
σκληρύνεσαι: αποσκληρύνεσαι
σκληρύνεστε: αποσκληρύνεστε
σκληρύνεται: αποσκληρύνεται
σκληρύνομαι: αποσκληρύνομαι
σκληρύνονται: αποσκληρύνονται
σκληρύνονταν: αποσκληρύνονταν
σκληρύνσεις: αποσκληρύνσεις
σκληρύνσεων: αποσκληρύνσεων
σκληρύνσεως: αποσκληρύνσεως
σκληρύνω: αποσκληρύνω
σκοινί: σκοινιών,σκοινιού,σκοινιά
σκονίζαμε: κατασκονίζαμε
σκονίζατε: κατασκονίζατε
σκονίζει: κατασκονίζει
σκονίζεις: κατασκονίζεις
σκονίζεσαι: κατασκονίζεσαι
σκονίζεστε: κατασκονίζεστε
σκονίζεται: κατασκονίζεται
σκονίζετε: κατασκονίζετε
σκονίζομαι: κατασκονίζομαι
σκονίζονται: κατασκονίζονται
σκονίζονταν: κατασκονίζονταν
σκονίζοντας: κατασκονίζοντας
σκονίζουμε: κατασκονίζουμε
σκονίζουν: κατασκονίζουν
σκονίζω: κατασκονίζω
σκονίσαμε: κατασκονίσαμε
σκονίσατε: κατασκονίσατε
σκονίσει: κατασκονίσει
σκονίσεις: κατασκονίσεις
σκονίσετε: κατασκονίσετε
σκονίσου: κατασκονίσου
σκονίσουμε: κατασκονίσουμε
σκονίσουν: κατασκονίσουν
σκονίστε: κατασκονίστε
σκονίστηκα: κατασκονίστηκα
σκονίστηκαν: κατασκονίστηκαν
σκονίστηκε: κατασκονίστηκε
σκονίστηκες: κατασκονίστηκες
σκονίσω: κατασκονίσω
σκονιζόμασταν: κατασκονιζόμασταν
σκονιζόμαστε: κατασκονιζόμαστε
σκονιζόμουν: κατασκονιζόμουν
σκονιζόντουσαν: κατασκονιζόντουσαν
σκονιζόσασταν: κατασκονιζόσασταν
σκονιζόσαστε: κατασκονιζόσαστε
σκονιζόσουν: κατασκονιζόσουν
σκονιζόταν: κατασκονιζόταν
σκονισμένα: κατασκονισμένα
σκονισμένε: κατασκονισμένε
σκονισμένες: κατασκονισμένες
σκονισμένη: κατασκονισμένη
σκονισμένης: κατασκονισμένης
σκονισμένο: κατασκονισμένο
σκονισμένοι: κατασκονισμένοι
σκονισμένος: σκονισμένων,σκονισμένες,σκονισμένα,σκονισμένο,σκονισμένη,σκονισμένης,σκονισμένοι,σκονισμένους,κατασκονισμένος,σκονισμένου
σκονισμένου: κατασκονισμένου
σκονισμένους: κατασκονισμένους
σκονισμένων: κατασκονισμένων
σκονιστήκαμε: κατασκονιστήκαμε
σκονιστήκατε: κατασκονιστήκατε
σκονιστεί: κατασκονιστεί
σκονιστείς: κατασκονιστείς
σκονιστείτε: κατασκονιστείτε
σκονιστούμε: κατασκονιστούμε
σκονιστούν: κατασκονιστούν
σκονιστώ: κατασκονιστώ
σκοπεί: αποσκοπεί
σκοπείτε: αποσκοπείτε
σκοπευτής: σκοπευτές,σκοπευτών,σκοπευτή
σκοπευτικά: κατασκοπευτικά
σκοπευτικέ: κατασκοπευτικέ
σκοπευτικές: κατασκοπευτικές
σκοπευτική: κατασκοπευτική
σκοπευτικής: κατασκοπευτικής
σκοπευτικοί: κατασκοπευτικοί
σκοπευτικού: κατασκοπευτικού
σκοπευτικούς: κατασκοπευτικούς
σκοπευτικό: κατασκοπευτικό
σκοπευτικός: κατασκοπευτικός
σκοπευτικών: κατασκοπευτικών
σκοπευόμασταν: κατασκοπευόμασταν
σκοπευόμαστε: κατασκοπευόμαστε
σκοπευόμουν: κατασκοπευόμουν
σκοπευόντουσαν: κατασκοπευόντουσαν
σκοπευόσασταν: κατασκοπευόσασταν
σκοπευόσαστε: κατασκοπευόσαστε
σκοπευόσουν: κατασκοπευόσουν
σκοπευόταν: κατασκοπευόταν
σκοπεύαμε: κατασκοπεύαμε
σκοπεύατε: κατασκοπεύατε
σκοπεύει: κατασκοπεύει
σκοπεύεις: κατασκοπεύεις
σκοπεύεσαι: κατασκοπεύεσαι
σκοπεύεστε: κατασκοπεύεστε
σκοπεύεται: κατασκοπεύεται
σκοπεύετε: κατασκοπεύετε
σκοπεύομαι: κατασκοπεύομαι
σκοπεύονται: κατασκοπεύονται
σκοπεύονταν: κατασκοπεύονταν
σκοπεύοντας: κατασκοπεύοντας
σκοπεύουμε: κατασκοπεύουμε
σκοπεύουν: κατασκοπεύουν
σκοπεύσαμε: κατασκοπεύσαμε
σκοπεύσατε: κατασκοπεύσατε
σκοπεύσει: κατασκοπεύσει
σκοπεύσεις: κατασκοπεύσεις
σκοπεύσετε: κατασκοπεύσετε
σκοπεύσεων: κατασκοπεύσεων
σκοπεύσεως: κατασκοπεύσεως
σκοπεύσουμε: κατασκοπεύσουμε
σκοπεύσουν: κατασκοπεύσουν
σκοπεύστε: κατασκοπεύστε
σκοπεύσω: κατασκοπεύσω
σκοπεύω: σκοπεύετε,σκοπεύσετε,σκοπεύοντας,κατασκοπεύω,σκοπεύατε,σκοπεύσω,σκόπευσες,σκοπεύεις,σκοπεύσατε,σκόπευσαν,σκοπεύσουμε,σκόπευσα,σκοπεύσαμε,σκόπευε,σκόπευα,σκόπευαν,σκόπευες,σκοπεύσουν,σκοπεύαμε,σκοπεύει,σκοπεύουμε,σκοπεύουν,σκοπεύσεις,σκοπεύσει,σκόπευσε
σκοπιά: σκοπιάς,σκοπιών
σκοπιμότητα: σκοπιμότητας,σκοπιμότητες,σκοπιμοτήτων
σκοποβολή: σκοποβολής
σκοπούν: αποσκοπούν
σκοπούσα: αποσκοπούσα
σκοπούσαν: αποσκοπούσαν
σκοπούσε: αποσκοπούσε
σκοπούσες: αποσκοπούσες
σκοπός: σκοποί,σκοπών,σκοπό,σκοπού,σκοπούς
σκοπώ: αποσκοπώ
σκοράρω: σκοράρουν,σκόραρες,σκοράροντας,σκόραραν,σκόραρε,σκοράρεις,σκοράραμε,σκόραρα,σκοράρει,σκοράρουμε,σκοράρετε,σκοράρατε
σκορβούτο: σκορβούτου
σκορπίζαμε: κατασκορπίζαμε
σκορπίζατε: κατασκορπίζατε
σκορπίζει: κατασκορπίζει
σκορπίζεις: κατασκορπίζεις
σκορπίζεσαι: κατασκορπίζεσαι
σκορπίζεστε: κατασκορπίζεστε
σκορπίζεται: κατασκορπίζεται
σκορπίζετε: κατασκορπίζετε
σκορπίζομαι: κατασκορπίζομαι
σκορπίζονται: κατασκορπίζονται
σκορπίζονταν: κατασκορπίζονταν
σκορπίζοντας: κατασκορπίζοντας
σκορπίζουμε: κατασκορπίζουμε
σκορπίζουν: κατασκορπίζουν
σκορπίζω: σκορπίσουν,σκόρπισε,σκόρπιζε,σκορπίζοντας,σκόρπιζα,σκορπίσεις,σκορπίζεις,σκορπίσαμε,σκορπίζει,σκορπίζετε,σκόρπισα,σκόρπισαν,σκόρπισες,κατασκορπίζω,σκορπίσω,σκορπίσει,σκορπίζουν,σκόρπιζαν,σκορπίζουμε,σκόρπιζες,σκορπίσουμε,σκορπίζαμε,σκορπίσατε,σκορπίζατε,σκορπίσετε
σκορπίσαμε: κατασκορπίσαμε
σκορπίσατε: κατασκορπίσατε
σκορπίσει: κατασκορπίσει
σκορπίσεις: κατασκορπίσεις
σκορπίσετε: κατασκορπίσετε
σκορπίσου: κατασκορπίσου
σκορπίσουμε: κατασκορπίσουμε
σκορπίσουν: κατασκορπίσουν
σκορπίστε: κατασκορπίστε
σκορπίστηκα: κατασκορπίστηκα
σκορπίστηκαν: κατασκορπίστηκαν
σκορπίστηκε: κατασκορπίστηκε
σκορπίστηκες: κατασκορπίστηκες
σκορπίσω: κατασκορπίσω
σκορπιζόμασταν: κατασκορπιζόμασταν
σκορπιζόμαστε: κατασκορπιζόμαστε
σκορπιζόμουν: κατασκορπιζόμουν
σκορπιζόντουσαν: κατασκορπιζόντουσαν
σκορπιζόσασταν: κατασκορπιζόσασταν
σκορπιζόσαστε: κατασκορπιζόσαστε
σκορπιζόσουν: κατασκορπιζόσουν
σκορπιζόταν: κατασκορπιζόταν
σκορπισμένα: κατασκορπισμένα
σκορπισμένε: κατασκορπισμένε
σκορπισμένες: κατασκορπισμένες
σκορπισμένη: κατασκορπισμένη
σκορπισμένης: κατασκορπισμένης
σκορπισμένο: κατασκορπισμένο
σκορπισμένοι: κατασκορπισμένοι
σκορπισμένος: κατασκορπισμένος
σκορπισμένου: κατασκορπισμένου
σκορπισμένους: κατασκορπισμένους
σκορπισμένων: κατασκορπισμένων
σκορπιστήκαμε: κατασκορπιστήκαμε
σκορπιστήκατε: κατασκορπιστήκατε
σκορπιστεί: κατασκορπιστεί
σκορπιστείς: κατασκορπιστείς
σκορπιστείτε: κατασκορπιστείτε
σκορπιστούμε: κατασκορπιστούμε
σκορπιστούν: κατασκορπιστούν
σκορπιστώ: κατασκορπιστώ
σκορπιός: σκορπιοί,σκορπιό,σκορπιών,σκορπιού,σκορπιούς
σκορπώ: σκορπιόταν
σκοτάδι: σκοταδιού
σκοτίζεσαι: παρασκοτίζεσαι
σκοτίζεστε: παρασκοτίζεστε
σκοτίζεται: παρασκοτίζεται
σκοτίζομαι: παρασκοτίζομαι,σκοτίσου,σκοτιστούν,σκοτιζόσουν,σκοτίζεσαι,σκοτιστείς,σκοτιζόταν,σκοτιζόμουν,σκοτίστηκε,σκοτίζεστε,σκοτίστηκαν,σκοτίστηκα,σκοτιστήκατε,σκοτίζονταν,σκοτιστώ,σκοτιστούμε,σκοτίζεται,σκοτίζονται,σκοτιστεί,σκοτιζόμαστε,σκοτιζόσασταν,σκοτιστήκαμε,σκοτιστείτε,σκοτιζόμασταν,σκοτίστηκες
σκοτίζονται: παρασκοτίζονται
σκοτίζονταν: παρασκοτίζονταν
σκοτίζω: σκότισα,σκοτίσαμε,σκότισαν,σκότισες,σκοτίζεις,σκοτίσει,σκότισε,σκοτίσετε,σκοτίζοντας,σκότιζαν,σκοτίσουμε,σκότιζες,σκοτίζατε,σκοτίζει,σκοτίζουν,σκοτίζετε,σκοτίζουμε,σκοτίσω,σκοτίσατε,σκοτίσουν,σκοτίσεις,σκότιζε,σκοτίζαμε,σκότιζα
σκοτεινιά: σκοτεινιάς,σκοτεινιών
σκοτεινιάζω: σκοτεινιάζοντας,σκοτεινιάζετε,σκοτεινιάζεις,σκοτεινιάζουμε,σκοτείνιασε,σκοτείνιαζες,σκοτεινιάσατε,σκοτεινιάσετε,σκοτείνιασες,σκοτεινιάζατε,σκοτεινιάζαμε,σκοτείνιαζαν,σκοτεινιάζουν,σκοτεινιάσει,σκοτείνιασαν,σκοτεινιάσεις,σκοτεινιάζει,σκοτείνιασα,σκοτείνιαζε,σκοτεινιάσω,σκοτεινιάσαμε,σκοτείνιαζα,σκοτεινιάσουν,σκοτεινιάσουμε
σκοτεινός: σκοτεινού,σκοτεινής,σκοτεινή,σκοτεινοί,σκοτεινούς,σκοτεινό,σκοτεινά,σκοτεινές,σκοτεινών
σκοτιζόμασταν: παρασκοτιζόμασταν
σκοτιζόμαστε: παρασκοτιζόμαστε
σκοτιζόμουν: παρασκοτιζόμουν
σκοτιζόντουσαν: παρασκοτιζόντουσαν
σκοτιζόσασταν: παρασκοτιζόσασταν
σκοτιζόσαστε: παρασκοτιζόσαστε
σκοτιζόσουν: παρασκοτιζόσουν
σκοτιζόταν: παρασκοτιζόταν
σκοτοδίνη: σκοτοδίνης,ίλιγγος,σκοτοδινών,ζάλη,σκοτοδίνες
σκοτωθήκαμε: κατασκοτωθήκαμε
σκοτωθήκατε: κατασκοτωθήκατε
σκοτωθεί: κατασκοτωθεί
σκοτωθείς: κατασκοτωθείς
σκοτωθείτε: κατασκοτωθείτε
σκοτωθούμε: κατασκοτωθούμε
σκοτωθούν: κατασκοτωθούν
σκοτωθώ: κατασκοτωθώ
σκοτωμένα: κατασκοτωμένα
σκοτωμένε: κατασκοτωμένε
σκοτωμένες: κατασκοτωμένες
σκοτωμένη: κατασκοτωμένη
σκοτωμένης: κατασκοτωμένης
σκοτωμένο: κατασκοτωμένο
σκοτωμένοι: κατασκοτωμένοι
σκοτωμένος: κατασκοτωμένος
σκοτωμένου: κατασκοτωμένου
σκοτωμένους: κατασκοτωμένους
σκοτωμένων: κατασκοτωμένων
σκοτωνόμασταν: αποσκοτωνόμασταν,κατασκοτωνόμασταν,ξανασκοτωνόμασταν
σκοτωνόμαστε: ξανασκοτωνόμαστε,αποσκοτωνόμαστε,κατασκοτωνόμαστε
σκοτωνόμουν: αποσκοτωνόμουν,κατασκοτωνόμουν,ξανασκοτωνόμουν
σκοτωνόντουσαν: αποσκοτωνόντουσαν,ξανασκοτωνόντουσαν,κατασκοτωνόντουσαν
σκοτωνόσασταν: αποσκοτωνόσασταν,ξανασκοτωνόσασταν,κατασκοτωνόσασταν
σκοτωνόσαστε: αποσκοτωνόσαστε,κατασκοτωνόσαστε,ξανασκοτωνόσαστε
σκοτωνόσουν: αποσκοτωνόσουν,ξανασκοτωνόσουν,κατασκοτωνόσουν
σκοτωνόταν: κατασκοτωνόταν,αποσκοτωνόταν,ξανασκοτωνόταν
σκοτώθηκα: κατασκοτώθηκα
σκοτώθηκαν: κατασκοτώθηκαν
σκοτώθηκε: κατασκοτώθηκε
σκοτώθηκες: κατασκοτώθηκες
σκοτώναμε: κατασκοτώναμε
σκοτώνατε: κατασκοτώνατε
σκοτώνει: κατασκοτώνει
σκοτώνεις: κατασκοτώνεις
σκοτώνεσαι: κατασκοτώνεσαι,αποσκοτώνεσαι,ξανασκοτώνεσαι
σκοτώνεστε: αποσκοτώνεστε,ξανασκοτώνεστε,κατασκοτώνεστε
σκοτώνεται: αποσκοτώνεται,ξανασκοτώνεται,κατασκοτώνεται
σκοτώνετε: κατασκοτώνετε
σκοτώνομαι: κατασκοτώνομαι,ξανασκοτώνομαι,αποσκοτώνομαι
σκοτώνονται: κατασκοτώνονται,ξανασκοτώνονται,αποσκοτώνονται
σκοτώνονταν: κατασκοτώνονταν,αποσκοτώνονταν,ξανασκοτώνονταν
σκοτώνοντας: κατασκοτώνοντας
σκοτώνουμε: κατασκοτώνουμε
σκοτώνουν: κατασκοτώνουν
σκοτώνω: σκοτώσατε,σκότωνε,σκότωνες,σκοτώνετε,κατασκοτώνω,σκοτώναμε,σκότωνα,σκοτώσουν,σκοτώσουμε,σκοτώσαμε,σκοτώσετε,σκοτώνοντας,σκοτώσει,σκότωσαν,σκοτώνουμε,σκοτώσεις,σκότωσες,σκοτώνει,σκοτώνεις,σκοτώνατε,σκότωσε,σκότωσα,σκότωναν,σκοτώνουν,σκοτώσω
σκοτώσαμε: κατασκοτώσαμε
σκοτώσατε: κατασκοτώσατε
σκοτώσει: κατασκοτώσει
σκοτώσεις: κατασκοτώσεις
σκοτώσετε: κατασκοτώσετε
σκοτώσου: κατασκοτώσου
σκοτώσουμε: κατασκοτώσουμε
σκοτώσουν: κατασκοτώσουν
σκοτώστε: κατασκοτώστε
σκοτώσω: κατασκοτώσω
σκουλήκι: σκουλικών,σκουλίκια,σκουλικιού
σκουλαρίκι: σκουλαρικιών,σκουλαρικιού,σκουλαρίκια
σκουμπρί: σκουμπριά,σκουμπριού
σκουντουφλώ: σκουντούφλησαν,σκουντουφλήσουμε,σκουντουφλούσαμε,σκουντουφλήσετε,σκουντουφλάς,σκουντουφλάει,σκουντουφλήσει,σκουντουφλούσαν,σκουντουφλήσω,σκουντούφλησε,σκουντουφλήσατε,σκουντουφλούν,σκουντουφλάω,σκουντουφλήσαμε,σκουντουφλήσεις,σκουντουφλάμε,σκουντούφλησα,σκουντούφλησες,σκουντουφλούσα,σκουντουφλούσες,σκουντουφλώντας,σκουντουφλάτε,σκουντουφλήσουν,σκουντουφλούσατε,σκουντουφλούσε,σκουντουφλά
σκουντώ: σκουντιόταν
σκουπίδια: σκουπίδιας,σκουπιδιών,σκουπίδιες
σκουπίζεσαι: ξανασκουπίζεσαι,αποσκουπίζεσαι
σκουπίζεστε: ξανασκουπίζεστε,αποσκουπίζεστε
σκουπίζεται: αποσκουπίζεται,ξανασκουπίζεται
σκουπίζομαι: ξανασκουπίζομαι,αποσκουπίζομαι
σκουπίζονται: ξανασκουπίζονται,αποσκουπίζονται
σκουπίζονταν: αποσκουπίζονταν,ξανασκουπίζονταν
σκουπίζω: σκουπίσεις,σκουπίσουμε,σκουπίζουμε,σκουπίζαμε,σκουπίζει,σκούπισα,σκουπίζεις,σκουπίσω,σκουπίζετε,σκουπίζατε,σκούπισε,σκουπίσαμε,σκουπίσατε,σκουπίστε,σκουπίζοντας,σκουπίσετε,σκούπισες,σκούπιζαν,σκούπιζε,σκουπίσουν,σκούπισαν,σκούπιζα,σκουπίσει,σκουπίζουν,σκούπιζες
σκουπιδιάρης: σκουπιδιάρων,σκουπιδιάρη,σκουπιδιάρες
σκουπιδότοπος: σκουπιδότοπου,σκουπιδότοπων,σκουπιδότοπους,σκουπιδότοποι,σκουπιδότοπο
σκουπιζόμασταν: ξανασκουπιζόμασταν,αποσκουπιζόμασταν
σκουπιζόμαστε: αποσκουπιζόμαστε,ξανασκουπιζόμαστε
σκουπιζόμουν: ξανασκουπιζόμουν,αποσκουπιζόμουν
σκουπιζόντουσαν: αποσκουπιζόντουσαν,ξανασκουπιζόντουσαν
σκουπιζόσασταν: ξανασκουπιζόσασταν,αποσκουπιζόσασταν
σκουπιζόσαστε: ξανασκουπιζόσαστε,αποσκουπιζόσαστε
σκουπιζόσουν: αποσκουπιζόσουν,ξανασκουπιζόσουν
σκουπιζόταν: αποσκουπιζόταν,ξανασκουπιζόταν
σκουριάζω: σκουριάσατε,σκουριάζαμε,σκουριάζατε,σκούριασες,σκουριάζουμε,σκουριάζοντας,σκουριάσω,σκουριάζεις,σκούριασε,σκούριαζες,σκούριασαν,σκουριάζετε,σκούριασα,σκουριάσουν,σκουριάσει,σκουριάσαμε,σκουριάζει,σκούριαζα,σκουριάσουμε,σκουριάσεις,σκούριαζαν,σκούριαζε,σκουριάσετε,σκουριάζουν
σκουριασμένος: σκουριασμένου,σκουριασμένες,σκουριασμένο,σκουριασμένα,σκουριασμένοι,σκουριασμένης,σκουριασμένων,σκουριασμένους,κατασκουριασμένος,σκουριασμένη
σκούζω: σκούσαμε,σκούσω,έσκουζες,σκούσετε,σκούζει,έσκουσαν,έσκουσα,σκούσεις,σκούζοντας,σκούζουν,έσκουσες,έσκουσε,σκούσουμε,σκούζαμε,σκούζετε,σκούσει,σκούζατε,έσκουζα,σκούζεις,σκούσουν,σκούσατε,έσκουζε,έσκουζαν,σκούζουμε
σκούντα: ασκούντα
σκούντημα: σκουντημάτων,σκουντήματος,σκουντιά,σκουντήματα
σκούξιμο: σκουξιμάτων,σκουξίματος,σκουξίματα
σκούπα: σκούπες,σκουπών,σκούπας
σκούπισμα: σκουπισμάτων,σκουπίσματα,σκουπίσματος
